Index	Verb	Class number	Class example	Stem	Regularity	Regular category	Phonological marker	Morphological marker	Comment	
1193	կազդուրել	2	քաղել	կազդուր	Regular	E-Class	C-initial	-ել		
1194	կազդուրուիլ	4	խօսիլ	կազդուր	Regular	Passive	C-initial	-իլ		
1195	կազմալուծել	2	քաղել	կազմալուծ	Regular	E-Class	C-initial	-ել		
1196	կազմալուծուիլ	4	խօսիլ	կազմալուծ	Regular	Passive	C-initial	-իլ		
1197	կազմակերպել	2	քաղել	կազմակերպ	Regular	E-Class	C-initial	-ել		
1198	կազմակերպուիլ	4	խօսիլ	կազմակերպ	Regular	Passive	C-initial	-իլ		
1199	կազմաւորել	2	քաղել	կազմաւոր	Regular	E-Class	C-initial	-ել		
1200	կազմաւորուիլ	4	խօսիլ	կազմաւոր	Regular	Passive	C-initial	-իլ		
1201	կազմել	2	քաղել	կազմ	Regular	E-Class	C-initial	-ել		
1202	կաթիլ	4	խօսիլ	կաթ	Regular	I-Class	C-initial	-իլ		
1203	կաթոտիլ	4	խօսիլ	կաթոտ	Regular	I-Class	C-initial	-իլ		
1204	կալանաւորել	2	քաղել	կալանաւոր	Regular	E-Class	C-initial	-ել		
1205	կալանդել	2	քաղել	կալանդ	Regular	E-Class	C-initial	-ել		
1206	կալանել	2	քաղել	կալան	Regular	E-Class	C-initial	-ել		
1207	կալսել	2	քաղել	կալս	Regular	E-Class	C-initial	-ել		
1208	կախակայել	2	քաղել	կախակայ	Regular	E-Class	C-initial	-ել		
1209	կախարդել	2	քաղել	կախարդ	Regular	E-Class	C-initial	-ել		
1210	կախել	2	քաղել	կախ	Regular	E-Class	C-initial	-ել		
1211	կախուիլ	4	խօսիլ	կախ	Regular	Passive	C-initial	-իլ		
1212	կակազել	2	քաղել	կակազ	Regular	E-Class	C-initial	-ել		
1213	կակուղնալ	20	նիհարնալ	կակուղ	Regular	Inchoative	C-initial	-նալ		
1214	կակուղցնել	10	մօտեցնել	կակուղ	Regular	Causative	C-initial	-ցնել		
1215	կահաւորել	2	քաղել	կահաւոր	Regular	E-Class	C-initial	-ել		
1216	կաղալ	6	կարդալ	կաղ	Regular	A-Class	C-initial	-ալ		
1217	կաղապարել	2	քաղել	կաղապար	Regular	E-Class	C-initial	-ել		
1218	կաղացնել	10	մօտեցնել	կաղա	Regular	Causative	C-initial	-ցնել		
1219	կաղկանձել	2	քաղել	կաղկանձ	Regular	E-Class	C-initial	-ել		
1220	կամ	31	կամ 	կ	Defective			Lexeme		
1221	կամենալ	20	նիհարնալ	կամ	Regular	Inchoative	C-initial	-նալ		
1222	կամիլ	4	խօսիլ	կամ	Regular	I-Class	C-initial	-իլ		
1223	կամրջել	2	քաղել	կամրջ	Regular	E-Class	C-initial	-ել		
1224	կայանալ	20	նիհարնալ	կայ	Regular	Inchoative	C-initial	-նալ		
1225	կայթել	2	քաղել	կայթ	Regular	E-Class	C-initial	-ել		
1226	կայծկլտալ	6	կարդալ	կայծկլտ	Regular	A-Class	C-initial	-ալ		
1227	կայնիլ	4	խօսիլ	կայն	Regular	I-Class	C-initial	-իլ		
1228	կայտռել	2	քաղել	կայտռ	Regular	E-Class	C-initial	-ել		
1229	կանաչնալ	20	նիհարնալ	կանաչ	Regular	Inchoative	C-initial	-նալ		
1230	կանգնել	2	քաղել	կանգն	Regular	E-Class	C-initial	-ել		
1231	կանգնիլ	4	խօսիլ	կանգն	Regular	I-Class	C-initial	-իլ		
1232	կանխարգիլել	2	քաղել	կանխարգիլ	Regular	E-Class	C-initial	-ել		
1233	կանխել	2	քաղել	կանխ	Regular	E-Class	C-initial	-ել		
1234	կանոնադրել	2	քաղել	կանոնադր	Regular	E-Class	C-initial	-ել		
1235	կանոնաւորել	2	քաղել	կանոնաւոր	Regular	E-Class	C-initial	-ել		
1236	կանչել	2	քաղել	կանչ	Regular	E-Class	C-initial	-ել		
1237	կանչուըռտել	2	քաղել	կանչուըռտ	Regular	E-Class	C-initial	-ել		
1238	կաշառել	2	քաղել	կաշառ	Regular	E-Class	C-initial	-ել		
1239	կաշառուիլ	4	խօսիլ	կաշառ	Regular	Passive	C-initial	-իլ		
1240	կաշկանդել	2	քաղել	կաշկանդ	Regular	E-Class	C-initial	-ել		
1241	կաշկանդուիլ	4	խօսիլ	կաշկանդ	Regular	Passive	C-initial	-իլ		
1242	կապել	2	քաղել	կապ	Regular	E-Class	C-initial	-ել		
1243	կապկել	2	քաղել	կապկ	Regular	E-Class	C-initial	-ել		
1244	կապուիլ	4	խօսիլ	կապ	Regular	Passive	C-initial	-իլ		
1245	կապտել	2	քաղել	կապտ	Regular	E-Class	C-initial	-ել		
1246	կառանել	2	քաղել	կառան	Regular	E-Class	C-initial	-ել		
1247	կառաչել	2	քաղել	կառաչ	Regular	E-Class	C-initial	-ել		
1248	կառավարել	2	քաղել	կառավար	Regular	E-Class	C-initial	-ել		
1249	կառափել	2	քաղել	կառափ	Regular	E-Class	C-initial	-ել		
1250	կառուցանել	12	ծանուցանել	կառուց	Archaic		C-initial	-ուցանել		
1251	կառուցել	2	քաղել	կառուց	Regular	E-Class	C-initial	-ել		
1252	կառչիլ	4	խօսիլ	կառչ	Regular	I-Class	C-initial	-իլ		
1253	կասեցնել	10	մօտեցնել	կասե	Regular	Causative	C-initial	-ցնել		
1254	կասիլ	4	խօսիլ	կաս	Regular	I-Class	C-initial	-իլ		
1255	կասկածիլ	4	խօսիլ	կասկած	Regular	I-Class	C-initial	-իլ		
1256	կատակել	2	քաղել	կատակ	Regular	E-Class	C-initial	-ել		
1257	կատարել	2	քաղել	կատար	Regular	E-Class	C-initial	-ել		
1258	կատարելագործել	2	քաղել	կատարելագործ	Regular	E-Class	C-initial	-ել		
1259	կատարելագործուիլ	4	խօսիլ	կատարելագործ	Regular	Passive	C-initial	-իլ		
1260	կատարուիլ	4	խօսիլ	կատար	Regular	Passive	C-initial	-իլ		
1261	կատղեցնել	10	մօտեցնել	կատղե	Regular	Causative	C-initial	-ցնել		
1262	կատղիլ	4	խօսիլ	կատղ	Regular	I-Class	C-initial	-իլ		
1263	կարգադրել	2	քաղել	կարգադր	Regular	E-Class	C-initial	-ել		
1264	կարգաւորել	2	քաղել	կարգաւոր	Regular	E-Class	C-initial	-ել		
1265	կարգել	2	քաղել	կարգ	Regular	E-Class	C-initial	-ել		
1266	կարգուիլ	4	խօսիլ	կարգ	Regular	Passive	C-initial	-իլ		
1267	կարդալ	6	կարդալ	կարդ	Regular	A-Class	C-initial	-ալ		
1268	կարել	2	քաղել	կար	Regular	E-Class	C-initial	-ել		
1269	կարեկցիլ	47	զիջիլ	կարեկց	Irregular			Lexeme		
1270	կարենալ	27	կրնամ/կարենալ	կարե	Defective			Lexeme		
1271	կարթել	2	քաղել	կարթ	Regular	E-Class	C-initial	-ել		
1272	կարժել	2	քաղել	կարժ	Regular	E-Class	C-initial	-ել		
1273	կարծել	2	քաղել	կարծ	Regular	E-Class	C-initial	-ել		
1274	կարծրանալ	20	նիհարնալ	կարծր	Regular	Inchoative	C-initial	-նալ		
1275	կարծրացնել	10	մօտեցնել	կարծրա	Regular	Causative	C-initial	-ցնել		
1276	կարկամեցնել	10	մօտեցնել	կարկամե	Regular	Causative	C-initial	-ցնել		
1277	կարկամիլ	4	խօսիլ	կարկամ	Regular	I-Class	C-initial	-իլ		
1278	կարկաչել	2	քաղել	կարկաչ	Regular	E-Class	C-initial	-ել		
1279	կարկառել	2	քաղել	կարկառ	Regular	E-Class	C-initial	-ել		
1280	կարկատել	2	քաղել	կարկատ	Regular	E-Class	C-initial	-ել		
1281	կարկափել	2	քաղել	կարկափ	Regular	E-Class	C-initial	-ել		
1282	կարկել	2	քաղել	կարկ	Regular	E-Class	C-initial	-ել		
1283	կարկիլ	4	խօսիլ	կարկ	Regular	I-Class	C-initial	-իլ		
1284	կարկտել	2	քաղել	կարկտ	Regular	E-Class	C-initial	-ել		
1285	կարկտնել	2	քաղել	կարկտն	Regular	E-Class	C-initial	-ել		
1286	կարճել	2	քաղել	կարճ	Regular	E-Class	C-initial	-ել		
1287	կարճնալ	20	նիհարնալ	կարճ	Regular	Inchoative	C-initial	-նալ		
1288	կարճցնել	10	մօտեցնել	կարճ	Regular	Causative	C-initial	-ցնել		
1289	կարմրիլ	4	խօսիլ	կարմր	Regular	I-Class	C-initial	-իլ		
1290	կարմրցնել	10	մօտեցնել	կարմր	Regular	Causative	C-initial	-ցնել		
1291	կարողանալ	20	նիհարնալ	կարող	Regular	Inchoative	C-initial	-նալ		
1292	կարօտիլ	4	խօսիլ	կարօտ	Regular	I-Class	C-initial	-իլ		
1293	կարօտնալ	20	նիհարնալ	կարօտ	Regular	Inchoative	C-initial	-նալ		
1294	կացինահարել	2	քաղել	կացինահար	Regular	E-Class	C-initial	-ել		
1295	կացուցանել	12	ծանուցանել	կացուց	Archaic		C-initial	-ուցանել		
1296	կափարել	2	քաղել	կափար	Regular	E-Class	C-initial	-ել		
1297	կափկափել	2	քաղել	կափկափ	Regular	E-Class	C-initial	-ել		
1298	կաքաւել	2	քաղել	կաքաւ	Regular	E-Class	C-initial	-ել		
1299	կեդրոնանալ	20	նիհարնալ	կեդրոն	Regular	Inchoative	C-initial	-նալ		
1300	կեդրոնացնել	10	մօտեցնել	կեդրոնա	Regular	Causative	C-initial	-ցնել		
1301	կեղեքել	2	քաղել	կեղեք	Regular	E-Class	C-initial	-ել		
1302	կեղծել	2	քաղել	կեղծ	Regular	E-Class	C-initial	-ել		
1303	կեղուել	2	քաղել	կեղու	Regular	E-Class	C-initial	-ել		
1304	կեղտոտել	2	քաղել	կեղտոտ	Regular	E-Class	C-initial	-ել		
1305	կենալ	20	նիհարնալ	կ	Regular	Inchoative	C-initial	-նալ		
1306	կենակցիլ	4	խօսիլ	կենակց	Regular	I-Class	C-initial	-իլ		
1307	կենդանագրել	2	քաղել	կենդանագր	Regular	E-Class	C-initial	-ել		
1308	կենդանանալ	20	նիհարնալ	կենդան	Regular	Inchoative	C-initial	-նալ		
1309	կենդանացնել	10	մօտեցնել	կենդանա	Regular	Causative	C-initial	-ցնել		
1310	կերակրել	2	քաղել	կերակր	Regular	E-Class	C-initial	-ել		
1311	կերակրուիլ	4	խօսիլ	կերակր	Regular	Passive	C-initial	-իլ		
1312	կերպարանափոխել	2	քաղել	կերպարանափոխ	Regular	E-Class	C-initial	-ել		
1313	կերպարանափոխուիլ	4	խօսիլ	կերպարանափոխ	Regular	Passive	C-initial	-իլ		
1314	կերտել	2	քաղել	կերտ	Regular	E-Class	C-initial	-ել		
1315	կերցնել	10	մօտեցնել	կեր	Regular	Causative	C-initial	-ցնել		
1316	կեցնել	10	մօտեցնել	կե	Regular	Causative	C-initial	-ցնել		
1317	կէտադրել	2	քաղել	կէտադր	Regular	E-Class	C-initial	-ել		
1318	կէտկիտել	2	քաղել	կէտկիտ	Regular	E-Class	C-initial	-ել		
1319	կթել	2	քաղել	կթ	Regular	E-Class	C-initial	-ել		
1320	կթոտիլ	4	խօսիլ	կթոտ	Regular	I-Class	C-initial	-իլ		
1321	կիզել	2	քաղել	կիզ	Regular	E-Class	C-initial	-ել		
1322	կիսել	2	քաղել	կիս	Regular	E-Class	C-initial	-ել		
1323	կիրառել	2	քաղել	կիրառ	Regular	E-Class	C-initial	-ել		
1324	կիրարկել	2	քաղել	կիրարկ	Regular	E-Class	C-initial	-ել		
1325	կլայեկել	2	քաղել	կլայեկ	Regular	E-Class	C-initial	-ել		
1326	կլլել	2	քաղել	կլլ	Regular	E-Class	C-initial	-ել		
1327	կլլեցնել	10	մօտեցնել	կլլե	Regular	Causative	C-initial	-ցնել		
1328	կլկլալ	6	կարդալ	կլկլ	Regular	A-Class	C-initial	-ալ		
1329	կլորնալ	20	նիհարնալ	կլոր	Regular	Inchoative	C-initial	-նալ		
1330	կլորցնել	10	մօտեցնել	կլոր	Regular	Causative	C-initial	-ցնել		
1331	կծել	2	քաղել	կծ	Regular	E-Class	C-initial	-ել		
1332	կծկել	2	քաղել	կծկ	Regular	E-Class	C-initial	-ել		
1333	կծկուիլ	4	խօսիլ	կծկ	Regular	Passive	C-initial	-իլ		
1334	կծկտիլ	4	խօսիլ	կծկտ	Regular	I-Class	C-initial	-իլ		
1335	կկզիլ	4	խօսիլ	կկզ	Regular	I-Class	C-initial	-իլ		
1336	կղզիանալ	20	նիհարնալ	կղզի	Regular	Inchoative	C-initial	-նալ		
1337	կղզիացնել	10	մօտեցնել	կղզիա	Regular	Causative	C-initial	-ցնել		
1338	կղկաթիլ	4	խօսիլ	կղկաթ	Regular	I-Class	C-initial	-իլ		
1339	կղպել	2	քաղել	կղպ	Regular	E-Class	C-initial	-ել		
1340	կճել	2	քաղել	կճ	Regular	E-Class	C-initial	-ել		
1341	կճռտել	2	քաղել	կճռտ	Regular	E-Class	C-initial	-ել		
1342	կմկմալ	6	կարդալ	կմկմ	Regular	A-Class	C-initial	-ալ		
1343	կնատիլ	4	խօսիլ	կնատ	Regular	I-Class	C-initial	-իլ		
1344	կնճռոտել	2	քաղել	կնճռոտ	Regular	E-Class	C-initial	-ել		
1345	կնճռոտիլ	4	խօսիլ	կնճռոտ	Regular	I-Class	C-initial	-իլ		
1346	կնքել	2	քաղել	կնք	Regular	E-Class	C-initial	-ել		
1347	կշռադատել	2	քաղել	կշռադատ	Regular	E-Class	C-initial	-ել		
1348	կշռել	2	քաղել	կշռ	Regular	E-Class	C-initial	-ել		
1349	կշտամբել	2	քաղել	կշտամբ	Regular	E-Class	C-initial	-ել		
1350	կշտանալ	20	նիհարնալ	կշտ	Regular	Inchoative	C-initial	-նալ		
1351	կշտացնել	10	մօտեցնել	կշտա	Regular	Causative	C-initial	-ցնել		
1352	կոթողել	2	քաղել	կոթող	Regular	E-Class	C-initial	-ել		
1353	կոխել	2	քաղել	կոխ	Regular	E-Class	C-initial	-ել		
1354	կոխկռտել	2	քաղել	կոխկռտ	Regular	E-Class	C-initial	-ել		
1355	կոխկռտուիլ	4	խօսիլ	կոխկռտ	Regular	Passive	C-initial	-իլ		
1356	կոծել	2	քաղել	կոծ	Regular	E-Class	C-initial	-ել		
1357	կոկել	2	քաղել	կոկ	Regular	E-Class	C-initial	-ել		
1358	կոկոզաբանել	2	քաղել	կոկոզաբան	Regular	E-Class	C-initial	-ել		
1359	կողմնորոշուիլ	4	խօսիլ	կողմնորոշ	Regular	Passive	C-initial	-իլ		
1360	կողոպտուիլ	4	խօսիլ	կողոպտ	Regular	Passive	C-initial	-իլ		
1361	կոճկել	2	քաղել	կոճկ	Regular	E-Class	C-initial	-ել		
1362	կոճոպել	2	քաղել	կոճոպ	Regular	E-Class	C-initial	-ել		
1363	կոնծել	2	քաղել	կոնծ	Regular	E-Class	C-initial	-ել		
1364	կոշկոճել	2	քաղել	կոշկոճ	Regular	E-Class	C-initial	-ել		
1365	կոչել	2	քաղել	կոչ	Regular	E-Class	C-initial	-ել		
1366	կոչուիլ	4	խօսիլ	կոչ	Regular	Passive	C-initial	-իլ		
1367	կոտորակել	2	քաղել	կոտորակ	Regular	E-Class	C-initial	-ել		
1368	կոտորել	2	քաղել	կոտոր	Regular	E-Class	C-initial	-ել		
1369	կոտրել	2	քաղել	կոտր	Regular	E-Class	C-initial	-ել		
1370	կոտրուիլ	4	խօսիլ	կոտր	Regular	Passive	C-initial	-իլ		
1371	կոտրտել	2	քաղել	կոտրտ	Regular	E-Class	C-initial	-ել		
1372	կորանալ	20	նիհարնալ	կոր	Regular	Inchoative	C-initial	-նալ		
1373	կործանել	2	քաղել	կործան	Regular	E-Class	C-initial	-ել		
1374	կործանիլ	4	խօսիլ	կործան	Regular	I-Class	C-initial	-իլ		
1375	կործել	2	քաղել	կործ	Regular	E-Class	C-initial	-ել		
1376	կորնչիլ	16	կպչիլ	կորն	Irregular		C-initial	-չիլ		
1377	կորչել	2	քաղել	կորչ	Regular	E-Class	C-initial	-ել		
1378	կորչիլ	16	կպչիլ	կոր	Irregular		C-initial	-չիլ		
1379	կորսնցնել	10	մօտեցնել	կորսն	Regular	Causative	C-initial	-ցնել		
1380	կորսուիլ	4	խօսիլ	կորս	Regular	Passive	C-initial	-իլ		
1381	կուտակել	2	քաղել	կուտակ	Regular	E-Class	C-initial	-ել		
1382	կուտակուիլ	4	խօսիլ	կուտակ	Regular	Passive	C-initial	-իլ		
1383	կուտել	2	քաղել	կուտ	Regular	E-Class	C-initial	-ել		
1384	կուրնալ	20	նիհարնալ	կուր	Regular	Inchoative	C-initial	-նալ		
1385	կուրցնել	10	մօտեցնել	կուր	Regular	Causative	C-initial	-ցնել		
1386	կոփել	2	քաղել	կոփ	Regular	E-Class	C-initial	-ել		
1387	կոփուիլ	4	խօսիլ	կոփ	Regular	Passive	C-initial	-իլ		
1388	կպչիլ	16	կպչիլ	կպ	Irregular		C-initial	-չիլ		
1389	կպրապատել	2	քաղել	կպրապատ	Regular	E-Class	C-initial	-ել		
1390	կպցնել	10	մօտեցնել	կպ	Regular	Causative	C-initial	-ցնել		
1391	կռահել	2	քաղել	կռահ	Regular	E-Class	C-initial	-ել		
1392	կռանահարել	2	քաղել	կռանահար	Regular	E-Class	C-initial	-ել		
1393	կռանել	2	քաղել	կռան	Regular	E-Class	C-initial	-ել		
1394	կռել	2	քաղել	կռ	Regular	E-Class	C-initial	-ել		
1395	կռթնեցնել	10	մօտեցնել	կռթնե	Regular	Causative	C-initial	-ցնել		
1396	կռթնիլ	4	խօսիլ	կռթն	Regular	I-Class	C-initial	-իլ		
1397	կռկռալ	6	կարդալ	կռկռ	Regular	A-Class	C-initial	-ալ		
1398	կռճտել	2	քաղել	կռճտ	Regular	E-Class	C-initial	-ել		
1399	կռնծիլ	4	խօսիլ	կռնծ	Regular	I-Class	C-initial	-իլ		
1400	կռնչել	2	քաղել	կռնչ	Regular	E-Class	C-initial	-ել		
1401	կռուըտիլ	4	խօսիլ	կռուըտ	Regular	I-Class	C-initial	-իլ		
1402	կռուիլ	4	խօսիլ	կռ	Regular	Passive	C-initial	-իլ		
1403	կռփահարել	2	քաղել	կռփահար	Regular	E-Class	C-initial	-ել		
1404	կռփել	2	քաղել	կռփ	Regular	E-Class	C-initial	-ել		
1405	կսկծալ	6	կարդալ	կսկծ	Regular	A-Class	C-initial	-ալ		
1406	կսմթել	2	քաղել	կսմթ	Regular	E-Class	C-initial	-ել		
1407	կտակել	2	քաղել	կտակ	Regular	E-Class	C-initial	-ել		
1408	կտել	2	քաղել	կտ	Regular	E-Class	C-initial	-ել		
1409	կտտել	2	քաղել	կտտ	Regular	E-Class	C-initial	-ել		
1410	կտրատել	2	քաղել	կտրատ	Regular	E-Class	C-initial	-ել		
1411	կտրել	2	քաղել	կտր	Regular	E-Class	C-initial	-ել		
1412	կտրիլ	4	խօսիլ	կտր	Regular	I-Class	C-initial	-իլ		
1413	կտրուիլ	4	խօսիլ	կտր	Regular	Passive	C-initial	-իլ		
1414	կտցահարել	2	քաղել	կտցահար	Regular	E-Class	C-initial	-ել		
1415	կտցել	2	քաղել	կտց	Regular	E-Class	C-initial	-ել		
1416	կրակել	2	քաղել	կրակ	Regular	E-Class	C-initial	-ել		
1417	կրել	2	քաղել	կր	Regular	E-Class	C-initial	-ել		
1418	կրթել	2	քաղել	կրթ	Regular	E-Class	C-initial	-ել		
1419	կրթուիլ	4	խօսիլ	կրթ	Regular	Passive	C-initial	-իլ		
1420	կրծել	2	քաղել	կրծ	Regular	E-Class	C-initial	-ել		
1421	կրկնաբանել	2	քաղել	կրկնաբան	Regular	E-Class	C-initial	-ել		
1422	կրկնապատկել	2	քաղել	կրկնապատկ	Regular	E-Class	C-initial	-ել		
1423	կրկնել	2	քաղել	կրկն	Regular	E-Class	C-initial	-ել		
1424	կրկջել	2	քաղել	կրկջ	Regular	E-Class	C-initial	-ել		
1425	կրկտել	2	քաղել	կրկտ	Regular	E-Class	C-initial	-ել		
1426	կրճատել	2	քաղել	կրճատ	Regular	E-Class	C-initial	-ել		
1427	կրճտել	2	քաղել	կրճտ	Regular	E-Class	C-initial	-ել		
1428	կրնամ	27	կրնամ/կարենալ	կր	Defective			Lexeme		
1429	կրտել	2	քաղել	կրտ	Regular	E-Class	C-initial	-ել		
